date;well_id;drilling_depth;drilling_speed;well_temperature;drilling_success;daily_oil_production;daily_gas_production
28/11/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;8617.15 feet;58.5 feet/hour;275.31 °C;0;5420.622 barrels/day;5196.24 cubic feet/day
29/11/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;6401.74 feet;63.67 feet/hour;177.73 °C;1;nan barrels/day;4603.248 cubic feet/day
30/11/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;9404.52 feet;72.96 feet/hour;276.87 °C;0;5920.09 barrels/day;5665.288 cubic feet/day
01/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;3142.76 feet;65.37 feet/hour;144.28 °C;2;2265.185 barrels/day;2603.718 cubic feet/day
02/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;5334.49 feet;77.42 feet/hour;80.92 °C;1;3596.204 barrels/day;3575.249 cubic feet/day
03/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;6353.65 feet;64.13 feet/hour;58.25 °C;1;4201.677 barrels/day;4218.881 cubic feet/day
04/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;7257.18 feet;59.58 feet/hour;252.06 °C;2;4596.228 barrels/day;4414.647 cubic feet/day
05/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;2017.25 feet;43.15 feet/hour;110.16 °C;0;1443.752 barrels/day;1711.377 cubic feet/day
06/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;2285.24 feet;48.7 feet/hour;176.75 °C;1;1737.982 barrels/day;2143.965 cubic feet/day
07/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;8961.43 feet;66.97 feet/hour;60.49 °C;0;5643.953 barrels/day;5648.459 cubic feet/day
08/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;6800.53 feet;63.67 feet/hour;275.71 °C;0;4338.792 barrels/day;4114.676 cubic feet/day
09/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;5989.83 feet;58.82 feet/hour;114.11 °C;1;3962.957 barrels/day;4248.453 cubic feet/day
10/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;8349.85 feet;44.96 feet/hour;39.39 °C;0;5227.523 barrels/day;5291.655 cubic feet/day
11/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;7783.72 feet;50.07 feet/hour;44.14 °C;0;4893.392 barrels/day;4917.274 cubic feet/day
12/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;2270.21 feet;64.04 feet/hour;58.97 °C;0;1596.425 barrels/day;1636.201 cubic feet/day
13/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;9216.42 feet;69.64 feet/hour;152.76 °C;1;5907.976 barrels/day;6253.901 cubic feet/day
14/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;9324.72 feet;70.58 feet/hour;154.53 °C;1;5954.12 barrels/day;6339.754 cubic feet/day
15/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;8920.71 feet;41.63 feet/hour;37.27 °C;1;5677.813 barrels/day;5761.105 cubic feet/day
16/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;6863.61 feet;59.01 feet/hour;126.75 °C;1;4497.519 barrels/day;4811.162 cubic feet/day
17/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;2866.69 feet;62.41 feet/hour;200.85 °C;0;1959.648 barrels/day;1814.732 cubic feet/day
18/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;3258.94 feet;48.58 feet/hour;257.6 °C;1;2316.867 barrels/day;2084.746 cubic feet/day
19/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;2546.97 feet;59.55 feet/hour;128.0 °C;0;1789.596 barrels/day;2092.646 cubic feet/day
20/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;7972.29 feet;58.75 feet/hour;239.65 °C;2;5159.82 barrels/day;4966.478 cubic feet/day
21/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;7663.98 feet;43.9 feet/hour;34.76 °C;1;4943.034 barrels/day;4988.139 cubic feet/day
22/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;4870.49 feet;75.21 feet/hour;72.28 °C;1;3331.236 barrels/day;3322.941 cubic feet/day
23/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;6568.34 feet;56.72 feet/hour;128.59 °C;0;4197.666 barrels/day;4493.738 cubic feet/day
24/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;5784.42 feet;67.53 feet/hour;187.22 °C;1;3869.764 barrels/day;4276.747 cubic feet/day
25/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;8250.68 feet;66.39 feet/hour;116.66 °C;1;5341.839 barrels/day;5619.03 cubic feet/day
26/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;6017.7 feet;73.16 feet/hour;120.42 °C;1;nan barrels/day;4307.695 cubic feet/day
27/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;4174.38 feet;55.62 feet/hour;56.1 °C;0;2748.417 barrels/day;2776.095 cubic feet/day
28/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;3033.45 feet;45.04 feet/hour;279.38 °C;0;2038.118 barrels/day;13106.502 cubic feet/day
29/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;2145.74 feet;79.35 feet/hour;277.47 °C;1;1679.531 barrels/day;1472.222 cubic feet/day
30/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;7699.92 feet;52.75 feet/hour;208.32 °C;0;4857.305 barrels/day;4692.784 cubic feet/day
31/12/2022;cda1607e-ad63-4932-a207-01ba25d6f20c;6268.59 feet;69.41 feet/hour;27.78 °C;1;4152.803 barrels/day;4215.077 cubic feet/day
01/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3941.52 feet;49.57 feet/hour;102.52 °C;1;2690.752 barrels/day;3001.62 cubic feet/day
02/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8700.91 feet;78.39 feet/hour;263.76 °C;1;5618.64 barrels/day;5399.205 cubic feet/day
03/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8786.9 feet;66.66 feet/hour;59.78 °C;1;5629.44 barrels/day;5673.991 cubic feet/day
04/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4555.24 feet;63.28 feet/hour;189.5 °C;1;3115.537 barrels/day;3528.901 cubic feet/day
05/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5292.71 feet;49.73 feet/hour;43.3 °C;0;3410.076 barrels/day;3461.473 cubic feet/day
06/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2189.65 feet;45.77 feet/hour;107.7 °C;0;1542.964 barrels/day;1821.024 cubic feet/day
07/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7683.71 feet;61.75 feet/hour;88.51 °C;0;4868.965 barrels/day;4862.724 cubic feet/day
08/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6575.59 feet;52.04 feet/hour;171.57 °C;0;4182.049 barrels/day;4588.436 cubic feet/day
09/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5053.28 feet;78.6 feet/hour;251.88 °C;1;3436.764 barrels/day;3249.591 cubic feet/day
10/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3512.33 feet;70.03 feet/hour;46.09 °C;0;2377.805 barrels/day;2425.243 cubic feet/day
11/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6411.83 feet;42.03 feet/hour;84.89 °C;1;4189.084 barrels/day;4199.776 cubic feet/day
12/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4741.89 feet;41.72 feet/hour;23.48 °C;1;3199.938 barrels/day;3224.369 cubic feet/day
13/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7206.86 feet;61.99 feet/hour;207.46 °C;1;4699.181 barrels/day;4551.605 cubic feet/day
14/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7650.72 feet;57.0 feet/hour;130.96 °C;0;4823.412 barrels/day;5155.714 cubic feet/day
15/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6869.93 feet;48.3 feet/hour;141.81 °C;0;nan barrels/day;4667.029 cubic feet/day
16/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7973.81 feet;73.15 feet/hour;276.25 °C;1;5179.116 barrels/day;4943.87 cubic feet/day
17/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4466.95 feet;48.34 feet/hour;183.32 °C;1;3035.278 barrels/day;3453.97 cubic feet/day
18/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2813.42 feet;73.6 feet/hour;246.56 °C;0;1962.616 barrels/day;1763.072 cubic feet/day
19/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6254.23 feet;57.11 feet/hour;105.31 °C;1;4119.687 barrels/day;4381.847 cubic feet/day
20/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4798.82 feet;79.01 feet/hour;78.57 °C;0;3155.525 barrels/day;3138.886 cubic feet/day
21/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6644.33 feet;53.53 feet/hour;64.02 °C;1;4351.594 barrels/day;4351.703 cubic feet/day
22/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7858.7 feet;60.93 feet/hour;125.08 °C;0;4973.736 barrels/day;5285.371 cubic feet/day
23/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6379.13 feet;68.44 feet/hour;220.69 °C;1;4225.569 barrels/day;4061.915 cubic feet/day
24/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8367.46 feet;54.42 feet/hour;258.04 °C;0;5247.216 barrels/day;5065.009 cubic feet/day
25/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2345.33 feet;50.61 feet/hour;86.33 °C;1;1777.776 barrels/day;1766.712 cubic feet/day
26/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2292.55 feet;68.74 feet/hour;65.82 °C;1;nan barrels/day;1791.202 cubic feet/day
27/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5138.02 feet;52.49 feet/hour;229.28 °C;0;3312.648 barrels/day;3143.612 cubic feet/day
28/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3719.48 feet;62.95 feet/hour;27.73 °C;0;2481.754 barrels/day;2543.235 cubic feet/day
29/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7283.03 feet;51.63 feet/hour;208.39 °C;0;4584.508 barrels/day;4470.556 cubic feet/day
30/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8836.78 feet;72.7 feet/hour;61.53 °C;1;5699.071 barrels/day;5727.687 cubic feet/day
31/01/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2814.97 feet;76.25 feet/hour;254.48 °C;0;1973.699 barrels/day;1774.747 cubic feet/day
01/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6990.71 feet;60.37 feet/hour;21.52 °C;1;4539.562 barrels/day;4650.493 cubic feet/day
02/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7302.52 feet;43.69 feet/hour;33.97 °C;0;4605.591 barrels/day;4631.296 cubic feet/day
03/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6909.94 feet;64.54 feet/hour;80.07 °C;1;4514.737 barrels/day;4538.078 cubic feet/day
04/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7884.96 feet;53.38 feet/hour;130.95 °C;1;5099.239 barrels/day;5414.39 cubic feet/day
05/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6537.76 feet;79.69 feet/hour;62.63 °C;0;4207.016 barrels/day;4202.317 cubic feet/day
06/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2527.67 feet;78.98 feet/hour;41.58 °C;1;1902.478 barrels/day;1940.647 cubic feet/day
07/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5856.1 feet;59.38 feet/hour;166.0 °C;0;nan barrels/day;4113.892 cubic feet/day
08/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4116.83 feet;70.9 feet/hour;276.67 °C;1;2860.127 barrels/day;2617.459 cubic feet/day
09/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5506.19 feet;44.98 feet/hour;231.65 °C;1;3657.28 barrels/day;3473.06 cubic feet/day
10/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3950.55 feet;69.21 feet/hour;247.73 °C;0;2647.144 barrels/day;2444.012 cubic feet/day
11/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6227.59 feet;74.16 feet/hour;162.14 °C;1;4141.396 barrels/day;4511.974 cubic feet/day
12/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7914.23 feet;48.31 feet/hour;257.46 °C;1;nan barrels/day;4906.381 cubic feet/day
13/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4980.7 feet;70.78 feet/hour;189.05 °C;1;3380.423 barrels/day;3789.451 cubic feet/day
14/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2104.77 feet;69.24 feet/hour;158.01 °C;0;1515.249 barrels/day;1891.902 cubic feet/day
15/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5446.27 feet;64.2 feet/hour;62.1 °C;1;3627.559 barrels/day;3681.35 cubic feet/day
16/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4812.87 feet;55.03 feet/hour;211.28 °C;1;3243.899 barrels/day;3093.227 cubic feet/day
17/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3681.2 feet;67.23 feet/hour;62.07 °C;0;2451.85 barrels/day;2471.973 cubic feet/day
18/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3494.66 feet;61.1 feet/hour;128.63 °C;1;2470.422 barrels/day;2804.443 cubic feet/day
19/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3670.26 feet;56.29 feet/hour;199.11 °C;0;2422.224 barrels/day;2321.255 cubic feet/day
20/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4948.19 feet;54.81 feet/hour;79.68 °C;1;3343.935 barrels/day;3332.213 cubic feet/day
21/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8516.31 feet;63.54 feet/hour;75.97 °C;2;5481.207 barrels/day;5498.757 cubic feet/day
22/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4479.74 feet;56.28 feet/hour;278.39 °C;0;2944.606 barrels/day;2709.082 cubic feet/day
23/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9050.23 feet;73.58 feet/hour;246.32 °C;1;5826.412 barrels/day;5602.859 cubic feet/day
24/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2302.84 feet;77.16 feet/hour;174.34 °C;0;1661.482 barrels/day;2040.904 cubic feet/day
25/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2044.49 feet;79.17 feet/hour;33.09 °C;0;1505.147 barrels/day;1570.318 cubic feet/day
26/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2187.83 feet;56.88 feet/hour;159.82 °C;0;1546.001 barrels/day;1923.959 cubic feet/day
27/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4316.06 feet;58.04 feet/hour;262.02 °C;0;nan barrels/day;2627.205 cubic feet/day
28/02/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5068.9 feet;56.91 feet/hour;58.18 °C;1;nan barrels/day;3433.065 cubic feet/day
01/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5749.11 feet;50.78 feet/hour;152.08 °C;2;3664.844 barrels/day;4025.129 cubic feet/day
02/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6125.09 feet;58.64 feet/hour;165.5 °C;0;3918.696 barrels/day;4282.01 cubic feet/day
03/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5288.87 feet;59.99 feet/hour;227.7 °C;1;3552.925 barrels/day;3379.126 cubic feet/day
04/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4575.75 feet;76.58 feet/hour;81.45 °C;2;2991.042 barrels/day;2988.899 cubic feet/day
05/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4100.73 feet;71.76 feet/hour;182.41 °C;0;2723.669 barrels/day;3139.336 cubic feet/day
06/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9291.57 feet;78.97 feet/hour;155.05 °C;1;5960.681 barrels/day;6341.097 cubic feet/day
07/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6522.13 feet;77.21 feet/hour;204.77 °C;1;4281.494 barrels/day;4168.207 cubic feet/day
08/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6557.37 feet;48.64 feet/hour;185.98 °C;0;4177.062 barrels/day;4589.589 cubic feet/day
09/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9404.8 feet;64.12 feet/hour;201.5 °C;0;5867.16 barrels/day;5765.841 cubic feet/day
10/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3333.7 feet;72.3 feet/hour;217.22 °C;0;2258.669 barrels/day;2111.013 cubic feet/day
11/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2342.23 feet;49.96 feet/hour;66.92 °C;0;1643.499 barrels/day;1652.089 cubic feet/day
12/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5282.1 feet;76.11 feet/hour;223.33 °C;0;3442.143 barrels/day;3258.887 cubic feet/day
13/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2906.48 feet;72.77 feet/hour;152.37 °C;1;2145.752 barrels/day;2485.325 cubic feet/day
14/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6422.7 feet;70.32 feet/hour;271.99 °C;2;4218.625 barrels/day;3992.283 cubic feet/day
15/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4709.51 feet;78.2 feet/hour;279.72 °C;0;3111.664 barrels/day;2869.619 cubic feet/day
16/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3588.35 feet;58.24 feet/hour;103.98 °C;0;2391.106 barrels/day;2650.534 cubic feet/day
17/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5608.79 feet;45.55 feet/hour;88.26 °C;1;3726.124 barrels/day;3715.218 cubic feet/day
18/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4698.27 feet;66.37 feet/hour;183.38 °C;1;3197.592 barrels/day;3621.079 cubic feet/day
19/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2478.58 feet;69.71 feet/hour;137.39 °C;1;1873.639 barrels/day;2222.402 cubic feet/day
20/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3678.8 feet;49.88 feet/hour;26.38 °C;1;2566.204 barrels/day;2634.538 cubic feet/day
21/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4162.04 feet;69.17 feet/hour;97.25 °C;1;nan barrels/day;3121.598 cubic feet/day
22/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2845.85 feet;75.71 feet/hour;209.75 °C;1;2118.779 barrels/day;1956.027 cubic feet/day
23/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7656.89 feet;59.52 feet/hour;125.58 °C;0;4855.5 barrels/day;5142.846 cubic feet/day
24/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4799.64 feet;41.77 feet/hour;190.04 °C;0;3097.329 barrels/day;3510.858 cubic feet/day
25/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6073.82 feet;61.5 feet/hour;261.88 °C;0;3892.811 barrels/day;3697.599 cubic feet/day
26/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6775.24 feet;45.05 feet/hour;60.02 °C;1;4419.646 barrels/day;4454.812 cubic feet/day
27/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5462.22 feet;56.61 feet/hour;200.64 °C;0;nan barrels/day;3389.463 cubic feet/day
28/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7401.51 feet;56.54 feet/hour;188.38 °C;1;4808.388 barrels/day;5244.522 cubic feet/day
29/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3733.84 feet;59.56 feet/hour;112.7 °C;1;2606.976 barrels/day;2906.322 cubic feet/day
30/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2281.34 feet;71.74 feet/hour;110.9 °C;1;1750.435 barrels/day;2043.549 cubic feet/day
31/03/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9020.15 feet;68.96 feet/hour;33.81 °C;0;5662.308 barrels/day;5740.547 cubic feet/day
01/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4670.37 feet;59.17 feet/hour;21.61 °C;1;3183.494 barrels/day;3240.811 cubic feet/day
02/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4331.72 feet;75.41 feet/hour;210.61 °C;2;3010.197 barrels/day;2840.638 cubic feet/day
03/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8635.79 feet;41.46 feet/hour;130.73 °C;0;5394.772 barrels/day;5715.714 cubic feet/day
04/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9113.73 feet;46.97 feet/hour;184.88 °C;1;5817.601 barrels/day;6249.705 cubic feet/day
05/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2197.13 feet;51.54 feet/hour;260.35 °C;2;1648.854 barrels/day;1462.64 cubic feet/day
06/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4374.1 feet;55.48 feet/hour;263.94 °C;0;2874.663 barrels/day;2653.21 cubic feet/day
07/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2713.28 feet;74.29 feet/hour;242.37 °C;2;2009.177 barrels/day;1817.88 cubic feet/day
08/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3848.9 feet;44.7 feet/hour;267.33 °C;1;2671.303 barrels/day;2457.152 cubic feet/day
09/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5854.66 feet;50.24 feet/hour;119.66 °C;1;3880.511 barrels/day;4180.927 cubic feet/day
10/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3940.09 feet;44.26 feet/hour;236.91 °C;0;2561.84 barrels/day;2397.946 cubic feet/day
11/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4096.15 feet;42.63 feet/hour;216.82 °C;1;2814.981 barrels/day;2645.241 cubic feet/day
12/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5815.83 feet;53.3 feet/hour;261.22 °C;0;3740.5 barrels/day;3525.137 cubic feet/day
13/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6704.57 feet;56.91 feet/hour;229.95 °C;1;4395.266 barrels/day;4218.182 cubic feet/day
14/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4612.9 feet;63.12 feet/hour;24.45 °C;0;3006.99 barrels/day;3093.061 cubic feet/day
15/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8652.55 feet;41.29 feet/hour;133.74 °C;2;5537.938 barrels/day;5871.212 cubic feet/day
16/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4044.33 feet;65.85 feet/hour;165.91 °C;1;2806.002 barrels/day;3191.963 cubic feet/day
17/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5164.92 feet;41.92 feet/hour;48.73 °C;0;3322.84 barrels/day;3337.016 cubic feet/day
18/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5620.87 feet;42.16 feet/hour;129.28 °C;1;3722.884 barrels/day;4028.448 cubic feet/day
19/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8744.26 feet;56.6 feet/hour;251.29 °C;0;5473.309 barrels/day;5301.734 cubic feet/day
20/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4479.77 feet;63.74 feet/hour;87.05 °C;0;2939.969 barrels/day;2929.168 cubic feet/day
21/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3705.03 feet;71.74 feet/hour;42.49 °C;1;2626.492 barrels/day;2641.211 cubic feet/day
22/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4680.93 feet;64.14 feet/hour;258.58 °C;1;3165.346 barrels/day;2968.732 cubic feet/day
23/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9302.0 feet;58.67 feet/hour;223.88 °C;1;5937.856 barrels/day;5783.542 cubic feet/day
24/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7465.96 feet;41.13 feet/hour;178.12 °C;0;4705.735 barrels/day;5118.177 cubic feet/day
25/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5037.63 feet;65.23 feet/hour;119.24 °C;0;3287.513 barrels/day;3579.166 cubic feet/day
26/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5143.69 feet;42.73 feet/hour;164.97 °C;0;nan barrels/day;3678.5 cubic feet/day
27/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5742.48 feet;61.08 feet/hour;260.74 °C;1;3816.045 barrels/day;3626.896 cubic feet/day
28/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4530.35 feet;52.32 feet/hour;216.2 °C;0;2950.319 barrels/day;2786.881 cubic feet/day
29/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7506.25 feet;40.3 feet/hour;48.55 °C;1;4827.466 barrels/day;4882.698 cubic feet/day
30/04/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3893.66 feet;42.3 feet/hour;276.68 °C;0;2528.985 barrels/day;2335.201 cubic feet/day
01/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7184.06 feet;71.4 feet/hour;134.87 °C;1;nan barrels/day;5007.512 cubic feet/day
02/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8651.78 feet;73.23 feet/hour;221.69 °C;1;5565.828 barrels/day;5436.686 cubic feet/day
03/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4347.48 feet;66.58 feet/hour;154.54 °C;0;2860.913 barrels/day;3234.755 cubic feet/day
04/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3731.32 feet;63.54 feet/hour;272.36 °C;0;2505.304 barrels/day;2265.038 cubic feet/day
05/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7507.55 feet;40.41 feet/hour;209.79 °C;0;4716.027 barrels/day;4571.513 cubic feet/day
06/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8207.15 feet;53.71 feet/hour;147.01 °C;1;5279.219 barrels/day;5639.704 cubic feet/day
07/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3354.64 feet;49.06 feet/hour;186.03 °C;1;2378.981 barrels/day;2768.116 cubic feet/day
08/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6774.36 feet;56.96 feet/hour;253.11 °C;1;4431.634 barrels/day;4225.651 cubic feet/day
09/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2390.47 feet;58.79 feet/hour;194.15 °C;1;1792.271 barrels/day;2247.863 cubic feet/day
10/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7624.91 feet;42.1 feet/hour;141.86 °C;1;4931.517 barrels/day;5273.299 cubic feet/day
11/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2993.51 feet;71.97 feet/hour;132.12 °C;0;2059.412 barrels/day;2391.358 cubic feet/day
12/05/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7702.91 feet;75.51 feet/hour;190.31 °C;1;4995.833 barrels/day;5452.326 cubic feet/day
