Date,symbol,open,close,high,low,volume
2018-07-13,btcusd,6249.0,6220.0,6339.9,6125.0,20085.52601281
2018-07-14,btcusd,6219.7,6250.0,6320.0,6179.2,8904.96079449
2018-07-15,btcusd,6250.0,6347.2,6389.0,6230.3,10997.92007258
2018-07-16,btcusd,6347.2,6729.2,6750.0,6327.1,31001.88370638
2018-07-17,btcusd,6729.2,7319.8,7483.9,6666.0,48125.1686294
2018-07-18,btcusd,7319.8,7379.4,7588.0,7246.5,39618.93100468
2018-07-19,btcusd,7379.7,7473.5,7560.0,7281.4,22194.1907799
2018-07-20,btcusd,7473.5,7333.1,7685.2,7273.1,32744.68094293
2018-07-21,btcusd,7333.1,7403.4,7459.0,7221.0,11412.43123891
2018-07-22,btcusd,7403.3,7397.6,7575.0,7329.1,17184.04306544
2018-07-23,btcusd,7398.7,7719.8,7820.0,7374.0,47519.83553537
2018-07-24,btcusd,7718.9,8390.0,8506.7,7690.0,64736.6298672
2018-07-25,btcusd,8389.9,8178.4,8488.1,8073.0,36972.15077733
2018-07-26,btcusd,8175.6,7939.0,8323.1,7869.6,32809.57622714
2018-07-27,btcusd,7939.0,8188.0,8291.0,7815.08505617,34223.94888331
2018-07-28,btcusd,8187.9,8235.6,8262.0,8055.0,13681.6212255
2018-07-29,btcusd,8235.7,8221.0,8313.3,8123.0,10190.34115538
2018-07-30,btcusd,8220.1,8179.5,8301.7283857,7861.2,37580.30736231
2018-07-31,btcusd,8178.9,7731.3,8178.9,7664.8977045,43560.67997661
2018-08-01,btcusd,7737.9,7606.0,7756.1,7440.2,30739.38633855
2018-08-02,btcusd,7606.6,7535.2,7713.0,7450.0,17747.41208629
2018-08-03,btcusd,7533.3,7420.0,7533.3,7282.1,30882.54226465
2018-08-04,btcusd,7420.3,7013.21565493,7492.2,6928.8,31717.81919556
2018-08-05,btcusd,7013.21567835,7025.8,7090.0,6890.0,17680.66564559
2018-08-06,btcusd,7025.2,6941.2,7153.6,6847.0,18120.47113438
2018-08-07,btcusd,6941.3,6718.8,7150.0,6677.0,32246.21704777
2018-08-08,btcusd,6718.7,6280.7,6720.1,6128.2,53882.16435117
2018-08-09,btcusd,6280.7,6533.6,6628.0,6183.0,33388.96116206
2018-08-10,btcusd,6533.6,6146.7,6573.8,6010.0,43498.80326315
2018-08-11,btcusd,6147.1,6233.1,6499.5,6008.1,37125.25317464
2018-08-12,btcusd,6233.1,6313.9,6499.0,6162.0,23052.41984224
2018-08-13,btcusd,6313.9,6251.9,6548.3,6137.6,32330.83409617
2018-08-14,btcusd,6251.9,6189.0,6251.9,5858.6,52699.45449514
2018-08-15,btcusd,6189.0,6270.2,6647.6,6180.00532947,66221.75457258
2018-08-16,btcusd,6270.2,6315.6,6476.7,6212.9,25144.38523021
2018-08-17,btcusd,6314.6,6584.04649746,6592.9,6290.0,26770.07872818
2018-08-18,btcusd,6585.9,6391.2,6619.5,6300.0,19731.24782486
2018-08-19,btcusd,6391.1,6485.1,6550.3,6309.3,15354.06077899
2018-08-20,btcusd,6485.1,6255.9,6524.0,6230.0,31723.09333823
2018-08-21,btcusd,6255.9,6479.1,6526.2,6245.0,29502.96302149
2018-08-22,btcusd,6480.6,6363.8,6899.0,6250.3,58965.95637272
2018-08-23,btcusd,6363.8,6527.2,6566.63554152,6350.0,19945.67148007
2018-08-24,btcusd,6527.2,6693.6,6728.6,6451.0,20203.72476298
2018-08-25,btcusd,6693.3,6732.9,6799.7,6670.0,16877.24682364
2018-08-26,btcusd,6733.0,6707.0,6789.0,6557.0,16762.38073037
2018-08-27,btcusd,6707.0,6909.4,6942.2,6652.7,24210.36747249
2018-08-28,btcusd,6909.5,7079.9,7127.9,6872.0,30066.23846971
2018-08-29,btcusd,7079.7,7039.0,7139.4,6924.26926081,19976.74975784
2018-08-30,btcusd,7039.0020077,6986.0,7060.0,6802.1,24594.18385269
2018-08-31,btcusd,6986.1,7014.6,7100.0,6881.6,19124.18541091
2018-09-01,btcusd,7013.5,7197.4,7269.9,7011.3,21397.10480916
2018-09-02,btcusd,7197.5,7300.0,7429.2,7135.3,44681.53808284
2018-09-03,btcusd,7300.1,7267.8,7369.0,7200.0,22308.27099887
2018-09-04,btcusd,7267.6,7358.9,7415.4,7246.2,20838.9735275
2018-09-05,btcusd,7358.9,6704.0,7404.0,6700.0,55776.25998054
2018-09-06,btcusd,6704.0,6516.1,6731.3,6302.2,53002.51715838
2018-09-07,btcusd,6516.0,6397.0,6549.5,6322.8,20748.83818417
2018-09-08,btcusd,6397.0,6184.944416,6475.5,6119.5,21852.7537752
2018-09-09,btcusd,6185.0,6239.9,6458.9,6140.5,16462.59491812
2018-09-10,btcusd,6240.0,6314.9,6373.6771888,6219.0,14490.24858972
2018-09-11,btcusd,6314.9,6290.9,6399.6,6170.0,16610.20964301
2018-09-12,btcusd,6292.3,6332.41672182,6355.0,6202.8,16194.12267324
2018-09-13,btcusd,6334.2,6489.0,6528.4,6333.4,19246.7465317
2018-09-14,btcusd,6489.1,6480.1,6596.5,6355.2,16375.39628121
2018-09-15,btcusd,6480.2,6512.8,6572.2,6465.6,8359.64217691
2018-09-16,btcusd,6512.8,6498.4,6520.6,6370.2,8728.54934508
2018-09-17,btcusd,6498.5,6252.0,6543.3,6202.8,23545.71896513
2018-09-18,btcusd,6251.9,6335.4,6384.0,6228.1,16082.08007503
2018-09-19,btcusd,6334.5,6390.9,6549.9,6100.0,29900.60492905
2018-09-20,btcusd,6392.7,6493.9074816,6584.0,6340.0,16688.38643048
2018-09-21,btcusd,6493.94240058,6762.1,6790.5,6473.8,36993.67158762
2018-09-22,btcusd,6761.8,6723.0,6840.9,6502.2,18261.03841301
2018-09-23,btcusd,6723.1,6710.0,6785.9,6661.5,8513.9874463
2018-09-24,btcusd,6710.03023581,6585.1,6721.7,6555.0,17766.50651821
2018-09-25,btcusd,6585.0,6442.8,6585.1,6328.0,20238.00132181
2018-09-26,btcusd,6442.70984901,6462.4,6558.0,6382.5,13811.66757362
2018-09-27,btcusd,6462.3,6691.2,6745.0,6436.7,18368.03319086
2018-09-28,btcusd,6691.4,6635.2,6826.41966538,6541.9,27892.96665576
2018-09-29,btcusd,6635.1,6597.3,6635.1,6454.2,17305.62689609
2018-09-30,btcusd,6597.2,6622.4,6662.8,6529.6,8494.15367217
2018-10-01,btcusd,6622.3,6601.9,6660.0,6500.0,10358.01159668
2018-10-02,btcusd,6602.0,6527.5,6644.7,6467.9,12037.34795378
2018-10-03,btcusd,6530.1,6503.2,6555.1,6424.6,14574.47382217
2018-10-04,btcusd,6503.1,6590.4,6648.8,6495.2,11474.39056433
2018-10-05,btcusd,6591.1,6639.9,6741.4366438,6506.6,12447.96376063
2018-10-06,btcusd,6639.9,6595.2,6648.2,6563.7,5805.93011072
2018-10-07,btcusd,6595.1,6609.4,6640.4,6525.0,5815.84752757
2018-10-08,btcusd,6609.4,6673.2,6730.0,6585.9,12698.95429863
2018-10-09,btcusd,6673.3,6663.0,6682.0,6605.0,8062.04705402
2018-10-10,btcusd,6663.0,6630.07445752,6663.1,6513.52952635,13830.60692353
2018-10-11,btcusd,6630.0,6251.9,6630.07445752,6220.4,41613.89121917
2018-10-12,btcusd,6251.9,6291.9,6353.4,6220.3,10404.9017863
2018-10-13,btcusd,6292.0,6326.5,6333.7,6280.3,5818.15127352
2018-10-14,btcusd,6326.4,6336.4,6399.3,6302.5,11230.37375956
2018-10-15,btcusd,6336.4,6742.0,7788.0,6294.6,85004.09013966
2018-10-16,btcusd,6742.0,6754.2,6897.6,6669.1,15664.78024732
2018-10-17,btcusd,6754.2,6736.0,6794.0,6674.3,8881.72240553
2018-10-18,btcusd,6735.6,6613.2,6779.9,6566.7,12537.27772909
2018-10-19,btcusd,6613.3,6525.1,6639.5,6518.2,11238.91666536
2018-10-20,btcusd,6524.3,6581.5,6611.0,6511.0,4647.7118996
2018-10-21,btcusd,6586.7,6590.9,6660.8,6581.2,4419.77909688
2018-10-22,btcusd,6590.053594,6567.3,6627.9,6535.1,6072.66381619
2018-10-23,btcusd,6567.3,6550.0,6591.6,6525.3,8864.25252889
2018-10-24,btcusd,6550.0,6554.1,6626.3,6536.0,8522.94129783
2018-10-25,btcusd,6554.09671891,6528.0,6568.7,6462.9,8712.49773075
2018-10-26,btcusd,6528.1,6531.47722621,6597.4,6511.0,7424.57685252
2018-10-27,btcusd,6531.5,6500.2,6560.0,6476.9,6970.88364137
2018-10-28,btcusd,6500.1,6490.1,6513.88357334,6451.0,6843.47914282
2018-10-29,btcusd,6490.17717293,6346.5,6512.0,6320.8,19574.10903908
2018-10-30,btcusd,6346.5706824,6330.1,6383.6,6302.0,10740.01514596
2018-10-31,btcusd,6330.1,6368.3871592,6419.8,6242.1,9959.01651063
2018-11-01,btcusd,6368.4,6406.1,6443.9,6352.90247884,9158.8072002
2018-11-02,btcusd,6406.2,6427.0,6456.1,6389.9,8076.8256268
2018-11-03,btcusd,6427.0,6389.1,6432.4,6323.0,11439.56311664
2018-11-04,btcusd,6389.2,6491.7,6529.4,6357.9,8995.17774531
2018-11-05,btcusd,6491.8,6470.2,6500.6,6435.3,4814.66368565
2018-11-06,btcusd,6470.10159871,6522.2,6527.7,6447.4,7316.03711808
2018-11-07,btcusd,6520.1,6572.9,6615.0,6511.0,10726.80109009
2018-11-08,btcusd,6573.0,6475.3,6585.0,6460.0,11620.28919248
2018-11-09,btcusd,6479.5,6418.7,6504.4,6385.0,10457.6712687
2018-11-10,btcusd,6418.6,6431.1,6469.3,6414.4,3253.04931152
2018-11-11,btcusd,6431.1,6447.9,6459.9,6357.8,7342.79990858
2018-11-12,btcusd,6448.0,6446.9,6481.0,6418.8,7299.40396274
2018-11-13,btcusd,6446.99331314,6459.0694273,6501.1,6397.1,10131.99635021
2018-11-14,btcusd,6459.0694273,5922.4,6485.8,5678.0,69298.52905989
2018-11-15,btcusd,5922.31371947,5749.6,5940.0,5432.0,49912.96671128
2018-11-16,btcusd,5749.6,5655.7,5777.5,5530.92446993,18454.63552446
2018-11-17,btcusd,5655.7,5628.3,5661.1,5569.1,7999.3839047
2018-11-18,btcusd,5626.7,5659.5,5745.6,5620.9,9551.96875045
2018-11-19,btcusd,5659.5,4920.7,5659.5,4855.0,74205.93797092
2018-11-20,btcusd,4920.7,4571.0,5056.26569276,4303.5,117312.44063274
2018-11-21,btcusd,4570.9,4662.7,4787.3,4412.3,44377.02039069
2018-11-22,btcusd,4664.7,4369.6,4723.7,4342.1,28885.33565437
2018-11-23,btcusd,4370.7,4422.7,4495.0,4210.0,36101.64169775
2018-11-24,btcusd,4422.8,3929.9,4529.0,3819.4,51143.02495781
2018-11-25,btcusd,3928.4,4089.1,4233.2,3657.6,82180.1499526
2018-11-26,btcusd,4086.5,3864.1,4207.1,3695.5,64117.27258253
2018-11-27,btcusd,3863.9,3882.7,3959.40864054,3684.1,46272.69825637
2018-11-28,btcusd,3883.4,4305.0,4447.6,3882.9,65259.12625498
2018-11-29,btcusd,4305.0,4321.9,4488.0,4167.2,41125.26147183
2018-11-30,btcusd,4323.3,4039.5,4368.8,3950.0,42453.78265813
2018-12-01,btcusd,4038.5,4241.3,4340.0,3964.5,27504.18001921
2018-12-02,btcusd,4241.35765523,4173.0,4369.8,4113.0,24479.40365474
2018-12-03,btcusd,4172.9457484,3901.2,4189.8,3830.1,36855.83412366
2018-12-04,btcusd,3903.0,3981.9,4135.9,3785.5,33692.11082713
2018-12-05,btcusd,3982.2,3772.9,4000.77105811,3750.0,28429.76217334
2018-12-06,btcusd,3771.4,3531.0,3922.7,3503.0,58288.29511648
2018-12-07,btcusd,3531.0,3460.0,3630.0,3277.6,74094.33395142
2018-12-08,btcusd,3460.1,3506.0,3800.1,3316.1,39086.81725527
2018-12-09,btcusd,3506.0,3642.3,3789.0,3465.4,25081.11312013
2018-12-10,btcusd,3642.1,3523.0,3709.7,3475.8,22610.48019075
2018-12-11,btcusd,3523.2,3435.2813778,3551.5,3381.8,24048.15052396
2018-12-12,btcusd,3435.2,3535.6,3617.4,3415.0,20930.78079168
2018-12-13,btcusd,3535.7,3354.3,3547.1,3317.0,22248.78627842
2018-12-14,btcusd,3354.3,3281.7,3395.2,3224.0,28559.12702574
2018-12-15,btcusd,3281.7,3283.4,3324.2,3215.2,17889.93798464
2018-12-16,btcusd,3282.3,3301.5,3383.0,3276.2,19106.50200439
2018-12-17,btcusd,3300.1,3625.0,3744.8,3280.0,35727.82574485
2018-12-18,btcusd,3623.9,3780.8,3799.9,3546.9,29430.99808194
2018-12-19,btcusd,3780.7,3810.0,4043.0,3756.0,55272.47553144
2018-12-20,btcusd,3810.0,4214.5,4299.0,3780.1,65871.46861935
2018-12-21,btcusd,4214.5,3976.0,4300.0,3902.0,43526.8235756
2018-12-22,btcusd,3976.2,4135.0,4166.0,3919.3,19530.57495368
2018-12-23,btcusd,4135.1,4071.7,4216.0,4033.0,24473.41822204
2018-12-24,btcusd,4072.6,4140.7,4384.0,4069.0,38002.89161712
2018-12-25,btcusd,4140.7,3909.7,4155.0,3812.1,33727.40475193
2018-12-26,btcusd,3909.6,3930.0,3990.0,3812.1,19130.7744517
2018-12-27,btcusd,3930.0,3712.0,3968.8,3686.0,23614.3245731
2018-12-28,btcusd,3714.1,4036.7,4095.0,3696.3,26917.8670826
2018-12-29,btcusd,4036.8,3894.0,4099.7,3859.3,18707.06449848
2018-12-30,btcusd,3893.9,3977.3,4003.8,3838.9,17733.65093712
2018-12-31,btcusd,3978.5,3830.5,3986.9,3771.0,15793.32422087
2019-01-01,btcusd,3832.6286242,3963.1,3987.0,3788.1,13848.34675163
2019-01-02,btcusd,3963.0,4048.8,4083.470676,3917.9,19437.7279894
2019-01-03,btcusd,4049.0,3924.3,4056.64433109,3875.1,10748.08371228
2019-01-04,btcusd,3923.2,3954.9,3986.0,3850.1,13228.66046469
2019-01-05,btcusd,3954.9,3911.9,4014.9,3901.0,14873.96222452
2019-01-06,btcusd,3911.8,4168.4,4218.0,3887.5,25179.73225654
2019-01-07,btcusd,4169.2,4113.9,4197.0,4044.9,11253.19772953
2019-01-08,btcusd,4113.9,4100.0,4215.8,4056.0,18726.5284933
2019-01-09,btcusd,4100.0,4083.3,4168.9,4010.0,20629.09743813
2019-01-10,btcusd,4083.3,3712.8,4143.3,3687.2,35020.069459
2019-01-11,btcusd,3712.8,3714.8,3777.8,3666.6,13129.89632289
2019-01-12,btcusd,3715.4,3702.0,3734.0,3666.6,9295.71358201
2019-01-13,btcusd,3702.0,3591.0,3729.0,3570.0,12590.77346096
2019-01-14,btcusd,3590.9,3749.3,3799.4,3580.0,14836.12276868
2019-01-15,btcusd,3749.3,3654.3,3780.87473393,3623.1,13323.05379345
2019-01-16,btcusd,3653.3,3673.6,3759.89484429,3642.3589356,13227.45774956
2019-01-17,btcusd,3675.4,3722.5,3725.0,3606.2,10869.94619333
2019-01-18,btcusd,3722.5,3675.7,3723.9,3652.38836809,5656.10881239
2019-01-19,btcusd,3675.7,3762.3,3882.0,3673.9,13391.46766526
2019-01-20,btcusd,3762.9,3586.1,3796.9,3543.0,20626.51085872
2019-01-21,btcusd,3586.1,3579.4,3620.1,3548.3,10813.62088037
2019-01-22,btcusd,3579.4,3639.1,3682.14145688,3462.0,18083.69897146
2019-01-23,btcusd,3639.1,3622.3,3677.0,3591.2,7971.47952346
2019-01-24,btcusd,3621.3,3652.70510422,3671.4,3589.45182488,7867.68982879
2019-01-25,btcusd,3652.8,3628.9,3663.5,3580.0,7377.5780389
2019-01-26,btcusd,3628.9,3631.2,3750.0,3622.9,13005.57137831
2019-01-27,btcusd,3631.2,3597.1,3645.7,3541.0,11448.5096157
2019-01-28,btcusd,3597.1,3501.88592973,3597.9,3445.3,17023.73763896
2019-01-29,btcusd,3501.1,3477.9,3517.5,3422.0,10466.25750145
2019-01-30,btcusd,3478.0,3529.6,3550.0,3451.2,12580.21003153
2019-01-31,btcusd,3529.7,3503.8,3574.80983774,3482.0,8572.2863711
2019-02-01,btcusd,3503.8,3534.7705232,3559.0,3460.0,10041.09893455
2019-02-02,btcusd,3534.9,3564.2,3581.0,3498.75973167,10889.80625456
2019-02-03,btcusd,3564.3,3501.73867085,3566.8,3470.1,7874.5480983
2019-02-04,btcusd,3501.73867085,3490.4687417,3522.7,3475.3,5213.21623762
2019-02-05,btcusd,3490.4687417,3513.0,3517.5,3475.1,4590.39905608
2019-02-06,btcusd,3513.20366088,3451.9,3520.99742772,3405.32458599,13172.09035179
2019-02-07,btcusd,3451.9,3438.4,3462.3,3417.1,4815.21186134
2019-02-08,btcusd,3438.4,3724.0,3800.0,3425.3,31163.47741733
2019-02-09,btcusd,3724.1,3718.3,3740.0,3685.7,6552.23606375
2019-02-10,btcusd,3718.4,3747.7,3753.5,3661.0,10041.31858707
2019-02-11,btcusd,3747.7,3681.08053546,3750.0,3672.0,7797.03223491
2019-02-12,btcusd,3681.0,3694.2,3728.0,3645.0,11337.37699122
2019-02-13,btcusd,3694.1,3666.1,3742.39039255,3631.0,11761.18194993
2019-02-14,btcusd,3666.05085673,3656.7,3682.87483504,3640.0,7532.91144799
2019-02-15,btcusd,3656.7,3670.1,3719.0,3642.8,7806.98811909
2019-02-16,btcusd,3670.0,3676.44566949,3726.7,3664.0,7515.70483955
2019-02-17,btcusd,3676.44566949,3735.5,3790.0,3655.0,14075.68111925
2019-02-18,btcusd,3735.5,3978.1,4021.0,3723.6,37616.38136373
2019-02-19,btcusd,3977.4,3989.9,4083.5,3936.0,24303.19229648
2019-02-20,btcusd,3989.8,4055.0,4070.0,3963.0,15256.90732287
2019-02-21,btcusd,4055.0,4008.8,4145.0,3918.5,15483.04516107
2019-02-22,btcusd,4009.6,4058.3,4074.0,3987.5,14206.28026416
2019-02-23,btcusd,4058.3,4212.2,4255.0,4013.8,21530.96570761
2019-02-24,btcusd,4212.2,3831.3,4282.4,3812.0,36095.05016405
2019-02-25,btcusd,3831.4,3921.8,3966.5,3830.0,10406.15612118
2019-02-26,btcusd,3921.7,3896.8,3934.1,3862.8,5112.69969848
2019-02-27,btcusd,3896.8,3900.1,3934.0,3761.2,12033.32506018
2019-02-28,btcusd,3899.9,3894.0,3988.0,3875.0,12096.66631299
2019-03-01,btcusd,3893.1,3914.0,3949.0,3893.0,4758.42170141
2019-03-02,btcusd,3913.7,3913.0,3924.0,3838.89411809,5114.60897238
2019-03-03,btcusd,3913.0,3885.0,3925.0,3855.0,2877.99800951
2019-03-04,btcusd,3884.9,3800.3,3911.1,3767.0,10185.49022998
2019-03-05,btcusd,3800.1,3951.6,3968.7,3786.1,10796.72638702
2019-03-06,btcusd,3951.6,3951.4,3986.5,3910.9,6590.84499627
2019-03-07,btcusd,3951.5,3964.4,3997.4,3933.32843157,7640.46908769
2019-03-08,btcusd,3964.4,3940.5,4021.0,3850.0,9360.44906454
2019-03-09,btcusd,3940.5,4017.33129524,4046.2,3933.9,7381.72010915
2019-03-10,btcusd,4017.2,4000.0,4017.2,3959.4479162,4674.11237098
2019-03-11,btcusd,3998.6,3949.1,4009.2,3920.1,6609.55860023
2019-03-12,btcusd,3949.3,3954.1,3979.5,3895.2,7625.99903409
2019-03-13,btcusd,3954.1,3946.2,3972.6,3925.1,5531.00602251
2019-03-14,btcusd,3945.5,3948.3,4004.0,3869.3,8303.48813976
2019-03-15,btcusd,3948.7,4003.2,4011.0,3948.4,6737.58548732
2019-03-16,btcusd,4003.2,4088.0382664,4166.8,4003.1,13944.79260524
2019-03-17,btcusd,4088.1,4068.9,4089.8,4041.1,3392.82321589
2019-03-18,btcusd,4068.9,4073.7,4120.0,4034.02380303,3679.86716697
2019-03-19,btcusd,4073.7,4104.59328854,4120.0,4055.15050072,5548.93072968
2019-03-20,btcusd,4104.5,4127.16189623,4136.5,4072.7,7817.30146944
2019-03-21,btcusd,4127.16189623,4044.8,4146.9,4004.0,11825.08244491
2019-03-22,btcusd,4044.9,4045.2,4070.6,4034.9,4835.95805668
2019-03-23,btcusd,4045.14604641,4063.2,4084.0,4028.4,4367.96676293
2019-03-24,btcusd,4063.1,4041.4,4063.1,4011.0,3364.27047312
2019-03-25,btcusd,4041.4,3970.0,4049.9,3939.0,6717.13981601
2019-03-26,btcusd,3970.0,3992.7,3996.0,3943.8,5092.13989196
2019-03-27,btcusd,3992.7,4102.5,4109.9,3979.3,7933.53295978
2019-03-28,btcusd,4102.6,4092.56783507,4114.4,4064.0,6215.26892752
2019-03-29,btcusd,4092.56783507,4179.0,4197.2,4082.3,8647.40072507
2019-03-30,btcusd,4179.1,4165.10362609,4210.0,4112.0,6635.07409196
2019-03-31,btcusd,4165.10362609,4167.5,4182.9,4152.8,2271.73949652
2019-04-01,btcusd,4167.5,4196.80421298,4224.6,4124.0,7005.66186408
2019-04-02,btcusd,4196.9,4922.1,5106.9060781,4187.4,54148.25888931
2019-04-03,btcusd,4922.2,4978.0,5335.5,4842.2,44293.02019615
2019-04-04,btcusd,4977.9,4938.9,5100.0,4834.0032346,15415.82950616
2019-04-05,btcusd,4939.3,5083.0,5132.5,4929.5,11362.75487465
2019-04-06,btcusd,5084.0,5091.1,5280.0,4960.2,14204.21807948
2019-04-07,btcusd,5091.1,5238.0,5321.6,5075.0,9951.59934068
2019-04-08,btcusd,5238.9,5312.4,5373.9,5138.6,17816.93767317
2019-04-09,btcusd,5312.3425602,5216.3,5312.4,5170.0,11902.33692328
2019-04-10,btcusd,5217.1,5310.1,5488.0,5193.5,15781.01749947
2019-04-11,btcusd,5310.1,5059.0,5342.1,4952.4,19430.17186758
2019-04-12,btcusd,5062.00687231,5114.0,5134.9,4934.7,9220.70737032
2019-04-13,btcusd,5114.1,5103.7,5163.0,5070.2,5208.71645551
2019-04-14,btcusd,5103.8502618,5194.4,5211.9,5054.8,4145.70305095
2019-04-15,btcusd,5194.3,5042.78720109,5218.6,4977.0,9522.67193927
2019-04-16,btcusd,5042.7,5234.4,5256.7,5029.6,8376.54554532
2019-04-17,btcusd,5234.4,5254.5,5300.0,5206.8,9284.13151515
2019-04-18,btcusd,5254.5,5310.86393314,5340.0,5251.0,9040.38754774
2019-04-19,btcusd,5310.8,5314.1,5376.0,5220.0,6307.09569834
2019-04-20,btcusd,5314.1,5340.03926547,5404.84614183,5283.9,6482.20856176
2019-04-21,btcusd,5340.06626381,5321.9,5368.0,5255.0,6153.65084029
2019-04-22,btcusd,5320.3,5417.8,5459.5,5276.5,11951.60392077
2019-04-23,btcusd,5417.9,5546.1,5647.4,5387.5,18768.59723523
2019-04-24,btcusd,5547.0,5479.6,5690.0,5407.1,16533.95319566
2019-04-25,btcusd,5479.6,5215.6,5558.0,5055.0,21494.08550121
2019-04-26,btcusd,5215.6,5410.9,5525.0,5172.7,21534.88858042
2019-04-27,btcusd,5410.8,5401.9,5458.0,5351.0,4566.88450632
2019-04-28,btcusd,5401.8,5486.8,5545.7,5401.7,7767.6547079
2019-04-29,btcusd,5483.3,5480.1,5518.0,5365.0,7811.59365172
2019-04-30,btcusd,5480.0,5599.52273017,5612.0,5451.5,7442.8264899
2019-05-01,btcusd,5599.52273017,5629.5,5655.0,5577.5,5537.05042588
2019-05-02,btcusd,5629.6,5723.8,5784.3,5611.1,11075.8368328
2019-05-03,btcusd,5736.6,6017.0,6150.0,5702.29694186,19480.28183518
2019-05-04,btcusd,6019.9,6098.1,6189.9903581,5863.4,9437.42259102
2019-05-05,btcusd,6098.1649927,6041.4021233,6112.3,5956.0,5815.53348677
2019-05-06,btcusd,6041.4021233,6027.9,6102.0,5901.0,6477.39950895
2019-05-07,btcusd,6028.9,6100.0,6325.0,6028.9,11990.22369015
2019-05-08,btcusd,6103.8,6201.5,6230.0,6007.8,8222.18279599
2019-05-09,btcusd,6201.8,6262.0,6344.0,6153.4575144,9682.27718866
2019-05-10,btcusd,6262.0,6438.7,6522.2,6212.2,14493.48955268
2019-05-11,btcusd,6438.7,7125.1,7279.0,6438.7,37945.37174068
2019-05-12,btcusd,7125.1,6983.4,7448.0,6858.0,31958.82528419
2019-05-13,btcusd,6980.2,7770.7,8050.0,6879.9649408,36467.14132655
2019-05-14,btcusd,7770.7,7951.9,8194.1,7651.0,29342.89533348
2019-05-15,btcusd,7951.9,8136.6341756,8209.0,7832.45175911,19036.43866675
2019-05-16,btcusd,8132.5,7859.7,8352.3,7700.1,22313.8762668
2019-05-17,btcusd,7860.4,7417.9,7910.0,6999.9105737,29021.92287556
2019-05-18,btcusd,7421.7,7260.1,7518.0,7207.6,9319.33096968
2019-05-19,btcusd,7260.0,8188.3,8269.2,7249.34672701,23458.30829652
2019-05-20,btcusd,8185.10102918,7990.6,8188.0,7600.1,16901.81605768
2019-05-21,btcusd,7985.1,7931.71147491,8094.0,7814.8,7692.99194632
2019-05-22,btcusd,7931.71147491,7620.0,8039.9,7500.0,10794.67784198
2019-05-23,btcusd,7620.0,7871.9,7957.3,7436.4,10552.95591937
2019-05-24,btcusd,7876.8,7990.0,8158.6,7784.5,10926.32057561
2019-05-25,btcusd,7990.3,8055.0,8135.2,7950.0,4336.17944267
2019-05-26,btcusd,8055.0,8729.87136565,8828.0,7877.93890221,20158.16631553
2019-05-27,btcusd,8729.8,8806.1,8958.3,8650.0,17561.87195154
2019-05-28,btcusd,8806.1,8738.1,8846.9,8517.4,11139.56638082
2019-05-29,btcusd,8738.1,8678.0,8796.5,8455.0,10304.6408121
2019-05-30,btcusd,8679.7,8270.0,9109.0,8005.0,20289.85411138
2019-05-31,btcusd,8269.9,8532.66591125,8550.0,8099.9,10929.80629901
2019-06-01,btcusd,8533.11384961,8547.0,8625.7,8451.0,5457.31448292
2019-06-02,btcusd,8546.9,8740.1,8825.0,8540.0,6243.25263946
2019-06-03,btcusd,8740.0,8099.2,8740.1,8032.0,18662.44376719
2019-06-04,btcusd,8099.2,7692.9,8099.2,7501.52785992,28124.34053556
2019-06-05,btcusd,7692.9,7789.3,7936.5,7593.9,10825.49630634
2019-06-06,btcusd,7789.3,7824.7,7873.5,7455.0,7553.39309031
2019-06-07,btcusd,7815.3,7999.4,8150.0,7762.9,13456.91582945
2019-06-08,btcusd,7999.9,7924.0,8068.0,7800.1,4772.31246907
2019-06-09,btcusd,7924.0,7633.3,7963.3,7497.9,6830.13942396
2019-06-10,btcusd,7633.3,8018.8,8048.1,7513.2,8903.84373159
2019-06-11,btcusd,8018.7544992,7905.5,8049.0,7711.0,6526.84616842
2019-06-12,btcusd,7905.4,8174.0,8250.0,7821.0,9144.94452831
2019-06-13,btcusd,8174.1,8227.4,8333.0,8026.0,8889.61669612
2019-06-14,btcusd,8227.4,8689.1,8719.9,8161.7,12713.63852327
2019-06-15,btcusd,8689.1,8856.0,8930.0,8607.2,9399.94799689
2019-06-16,btcusd,8856.0,8985.9,9395.5,8801.0,20909.8775668
2019-06-17,btcusd,8985.9,9354.3,9490.0,8985.9,14168.46532358
2019-06-18,btcusd,9352.5,9095.0,9376.8,8945.0,10598.61778311
2019-06-19,btcusd,9094.4,9305.9,9340.0,9062.0,5765.53374889
2019-06-20,btcusd,9305.9,9557.1,9624.0,9241.0,10592.87044766
2019-06-21,btcusd,9557.2,10213.03996049,10250.0,9557.2,22297.62477523
2019-06-22,btcusd,10223.0,10744.0,11232.0,10080.0,36677.46309612
2019-06-23,btcusd,10744.0,10913.0,11369.0,10572.0,18589.93964857
2019-06-24,btcusd,10909.0,11069.0,11136.0,10560.0,14402.62450501
2019-06-25,btcusd,11069.648093,11737.0,11780.0,10802.0,21853.7659364
2019-06-26,btcusd,11737.0,12876.0,13764.0,11684.45046273,55241.7132098656
2019-06-27,btcusd,12876.0,11198.92190146,13242.0,10388.0,47606.0874004626
2019-06-28,btcusd,11198.0,12338.0,12417.0,10799.0,31983.5226333809
2019-06-29,btcusd,12337.0,11920.0,12338.0,11354.0,20428.9710230283
